ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
314131	51	S	3	67	64000	4.74	4.722	38.611244	-121.426816		FR	1	WB El Camino	TA-43			
314138	51	S	3	67	64000	4.6	4.582	38.609724	-121.428528		OR	1	EB El Camino	TA-42			
314145	51	N	3	67	64000	3.19	3.19	38.594636	-121.444348		FR	2	EB Exposition Bl.	TA-37			
314147	51	N	3	67	64000	3.478	3.478	38.598455	-121.442291	.407	ML	2	EB Exposition Bl.	TA-37			
314157	51	S	3	67	64000	3.729	3.729	38.600753	-121.438775	.392	ML	4	51/160 IC	TA-36			
314158	50	W	3	67	64000	R.043	5.677	38.559018	-121.47274		OR	1	50WB>99SB	TA-26			
314159	160	S	3	67	64000	46.749	49.35	38.602055	-121.437093	.655	ML	2	51/160 IC	TA-36			
314160	160	N	3	67	64000	46.749	49.35	38.600617	-121.437808		FR	1	NB160->Arden				
314165	80	W	3	67	64000	M10.3	94.205	38.645422	-121.3844	1.097	ML	2	Rt. 244/NB Watt Ave.	RM214			
314171	80	W	3	67	64000	M10.3	94.205	38.645422	-121.3844		OR	3	Rt. 244/NB Watt Ave.	RM214			
314177	80	W	3	67	64000	M9.2	93.105	38.638915	-121.402197		OR	2	Longview Dr.	R101			
314182	80	W	3	67		16.5	100	38.705474	-121.311953		OR	2	EB Antelope Rd.	R119			
314190	80	W	3	67		16.7	100.2	38.707666	-121.309534		OR	2	WB Antelope Rd.	R121			
314194	99	N	3	67	64000	24.34	298.81	38.569367	-121.479876		FF	2	99NB->50WB	TA-26			
314195	51	N	3	67	64000	.079	.079	38.55989	-121.472821		FR	1	T St.	TA-26			
314201	80	W	3	61		.2	101.7	38.72404	-121.291349		OR	2	SB Riverside Ave.	R127			
314204	80	W	3	61	62938	.4	101.9	38.726237	-121.288936		OR	1	NB Riverside Ave.	R129			
314230	50	W	3	67		21.5	27.17	38.643424	-121.114684	.6	ML	2	NB East Bidwell	R233			
314231	50	W	3	67		21.5	27.17	38.643424	-121.114684		OR	2	NB East Bidwell	R233			
314241	50	W	3	67		21.3	26.97	38.643267	-121.11836	.4	ML	2	SB East Bidwell	R234			
314242	50	W	3	67		21.3	26.97	38.643267	-121.11836		OR	2	SB East Bidwell	R234			
314248	50	E	3	67		21.6	27.27	38.643231	-121.112934	.47	ML	2	NB Scott Rd.	R231			
314254	80	E	3	57	80588	13.8	184.365	39.323069	-120.214727	5	ML	2	Truckee	R105			
314255	80	W	3	57	80588	13.8	184.621	39.32321	-120.214909	4.591	ML	2	Truckee	R105			
314262	50	W	3	67		16.837	22.507	38.639549	-121.200008		OR	3	Folsom Blvd.	TA-151			
314270	50	E	3	67	64000	R1.453	7.087	38.557427	-121.447777	.594	ML	5	48th St.	TA-71			
314277	80	E	3	57		29.5	200.065	39.422101	-120.034872	5	ML	2	Farad	RT121			
314291	50	E	3	67		12.6	18.27	38.609583	-121.268647		OR	2	NB Sunrise Blvd.	TA-225			
314297	50	E	3	67		12.4	18.07	38.60825	-121.271899		OR	2	SB Sunrise Blvd.	TA-226			
314301	80	E	3	67	64000	M6.2	90.105	38.64122	-121.455363		FR	2	NB Norwood Ave.	TA-258			
314336	70	E	3	115		13.5	20.125	39.128872	-121.58422	2.854	ML	2	North Beale Road				
314342	70	W	3	115		13.5	20.125	39.128783	-121.584377	5	ML	2	North Beale Road				
314343	70	E	3	115		13.5	20.125	39.128872	-121.58422		OR	1	North Beale Road				
314355	70	E	3	115		R11.17	19.417	39.122589	-121.573825	2.854	ML	2	Feather River Blvd				
314371	50	E	3	67	64000	R3.629	9.263	38.553456	-121.410077	.21	ML	4	SB Howe				
314379	50	E	3	67		21.56	27.23	38.643203	-121.113614	.45	ML	2	SB Scott Rd				
314380	50	E	3	67		21.56	27.23	38.643203	-121.113614		OR	2	SB Scott Rd				
314402	51	S	3	67		8.6	8.582	38.646639	-121.376808	.444	ML	3	RTE 244 Conn. Ramp				
314407	51	S	3	67		8.6	8.582	38.646639	-121.376808		OR	1	RTE 244 Conn. Ramp				
314419	80	W	3	67		14.501	98.001	38.68351	-121.336064	.297	ML	4	WB Elkhorn Blvd				
314420	80	W	3	67		14.501	98.001	38.68351	-121.336064		OR	2	WB Elkhorn Blvd				
314421	80	W	3	67		14.501	98.001	38.68351	-121.336064		FR	1	WB Elkhorn Blvd				
314433	80	W	3	67		14.307	97.807	38.681378	-121.338403	.4	ML	4	EB Elkhorn Blvd				
314434	80	W	3	67		14.307	97.807	38.681378	-121.338403		OR	2	EB Elkhorn Blvd				
314446	80	E	3	67		14.599	98.099	38.684216	-121.334706	.245	ML	4	WB Greenback Lane				
314447	80	E	3	67		14.599	98.099	38.684216	-121.334706		OR	2	WB Greenback Lane				
314460	80	E	3	67		14.41	97.91	38.682166	-121.336991	.45	ML	4	EB Greenback Lane				
314461	80	E	3	67		14.41	97.91	38.682166	-121.336991		OR	2	EB Greenback Lane				
314462	80	E	3	67		14.41	97.91	38.682166	-121.336991		FR	1	EB Greenback Lane				
314485	80	W	3	67		12.5	96	38.661338	-121.359911	.325	ML	4	WB Madison				
314486	80	W	3	67		12.5	96	38.661338	-121.359911		OR	2	WB Madison to WB 80				
314491	80	W	3	67		12.35	95.85	38.659699	-121.361733	.35	ML	5	EB Madison to WB 80				
314492	80	W	3	67		12.35	95.85	38.659699	-121.361733		OR	2	EB Madison to WB 80				
314501	99	S	3	67	64000	17.674	292.119	38.47447	-121.423178	.372	ML	3	Mack Rd				
314502	99	S	3	67	64000	17.831	292.276	38.476243	-121.424997		OR	1	Off WB Mack Rd				
314503	99	S	3	67	64000	17.674	292.119	38.47447	-121.423178		FR	1	Off Bruceville Rd				
314509	80	E	3	67		R10.866	94.491	38.645662	-121.378998		FF	2	FF 80E/WB -> 244EB				
314514	80	E	3	67		R10.78	94.405	38.645368	-121.380551	.756	ML	3	Watt Ave				
314521	160	N	3	67	64000	45.976	48.577	38.600099	-121.451334	2.886	ML	2	Exposition Blvd				
314530	275	W	3	113	84816	11.95	.25	38.577218	-121.527591	.5	ML	2	275WB->50WB				
314536	50	E	3	67		R10.85	16.484	38.590266	-121.288385	.398	ML	4	SB Zinfandel Dr				
314548	80	E	3	113	84816	9.105	81.292	38.57397	-121.578763	.776	ML	5	Enterprise Blvd				
314549	80	E	3	113	84816	9.105	81.292	38.57397	-121.578763		OR	2	Enterprise Blvd				
314559	50	E	3	67	64000	R3.88	9.514	38.554467	-121.405626	.435	ML	4	NB Howe/Power Inn				
314560	50	E	3	67	64000	R3.88	9.514	38.554467	-121.405626		OR	2	NB Howe/Power Inn				
314566	50	E	3	67	64000	R3.629	9.263	38.553456	-121.410077		OR	2	SB Howe				
314575	160	N	3	67	64000	45.999	48.6	38.600099	-121.450927		OR	2	Exposition Blvd				
314576	160	N	3	67	64000	45.954	48.555	38.600099	-121.451723		FR	1	Exposition Blvd				
314580	160	S	3	67	64000	46.041	48.642	38.600248	-121.449694	2.854	ML	2	Exposition Blvd				
314598	51	S	3	67	64000	5.9	5.882	38.624625	-121.416118	.73	ML	3	Howe Ave.	TA-46			
314599	51	S	3	67	64000	5.9	5.882	38.624625	-121.416118		FR	1	Howe Ave.	TA-46			
314615	99	N	3	67	64000	17.069	291.539	38.467711	-121.415995		FR	1	Stockton Blvd	TA-120			
314616	99	S	3	67	64000	17.03	291.475	38.467194	-121.415788		OR	1	Stockton Blvd				
314617	99	S	3	67	64000	17.03	291.475	38.467194	-121.415788	.617	ML	3	Stockton Blvd				
314618	51	S	3	67	64000	1.15	1.15	38.574621	-121.466759		FR	2	J St.	TA-29			
314621	50	W	3	113	84816	.598	.598	38.575279	-121.558033		FF	2	FF 50WB->80EB	R141			
314625	99	N	3	67	22020	15.533	290.003	38.447002	-121.405731	.614	ML	2	Jacinto Rd.	TA-224			
314646	51	N	3	67	64000	4.169	4.169	38.60462	-121.433496		OR	1	Arden Way	TA-38			
314647	51	S	3	67	64000	4.129	4.129	38.604723	-121.433988		OR	1	Arden Way	TA-38			
314649	51	N	3	67	64000	4.129	4.129	38.604121	-121.433946		FR	1	Arden Way	TA-38			
314650	51	S	3	67	64000	4.16	4.16	38.605071	-121.433623		FR	1	Arden Way	TA-38			
314652	5	S	3	67		13.72	509.013	38.450182	-121.492562	.575	ML	3	Beach Lake	TA-201			
314666	50	E	3	67		R7.855	13.489	38.566649	-121.334567		OR	2	NB Bradshaw Rd				
314668	50	E	3	67		R7.854	13.488	38.566642	-121.334583	.3	ML	4	NB Bradshaw Rd				
314679	99	S	3	67	22020	16.232	290.677	38.456454	-121.410416		OR	2	WB Consumnes River				
314680	99	S	3	67		16.519	290.964	38.460334	-121.412298		FR	2	WB Consumnes River				
314681	99	S	3	67	22020	16.321	290.766	38.457656	-121.411003	.415	ML	2	WB Consumnes River				
314688	99	S	3	67	22020	13.661	288.106	38.421362	-121.394444		OR	1	EB Laguna Blvd				
314689	99	S	3	67	22020	13.66	288.105	38.421348	-121.394438	.636	ML	2	EB Laguna Blvd				
314697	99	N	3	67	22020	13.145	287.615	38.414345	-121.391057	.478	ML	2	Red Fox				
314698	99	S	3	67	22020	13.138	287.583	38.414208	-121.391202	.511	ML	2	Red Fox				
314711	50	E	3	67		R7.596	13.23	38.564665	-121.338623		FF	4	SB Bradshaw Rd.				
314712	50	E	3	67		R7.67	13.304	38.565229	-121.337466	.395	ML	4	SB Bradshaw Rd.				
314719	65	S	3	61		R6.86	66.567	38.784576	-121.280349		OR	2	Pleasant Grove Blvd				
314723	65	S	3	61		R7.366	67.073	38.788527	-121.288277		FR	1	WB PleasantGrove				
314724	65	S	3	61		R6.925	66.632	38.785081	-121.28137	.331	ML	2	Pleasant Grove Blvd				
314726	50	E	3	67		R7.682	13.316	38.565321	-121.337278		OR	1	SB Bradshaw Rd.				
314730	99	S	3	67	22020	12.637	287.082	38.407455	-121.387786	.568	ML	2	Elk Grove Blvd	TA-210			
314751	99	S	3	67		19.71	294.155	38.497161	-121.447231		OR	1	WB Florin Rd	TA-12			
314755	99	S	3	67		19.479	293.924	38.494592	-121.4445		OR	1	EB Florin Rd	TA-10			
314756	99	S	3	67		19.599	294.044	38.495924	-121.445924		FR	1	EB Florin Rd	TA-10			
314768	5	N	3	67	64000	16.78	512.073	38.48997	-121.514094	.446	ML	3	S Land Park Dr				
314773	5	S	3	67	64000	16.78	512.073	38.489906	-121.514368	.689	ML	3	S Land Park Dr.				
314780	5	N	3	67	64000	18.21	513.503	38.509594	-121.521834	.623	ML	4	Gloria Dr				
314786	5	S	3	67	64000	18.21	513.503	38.509537	-121.522113	.623	ML	4	Gloria Dr.				
314792	5	N	3	67	64000	19.88	515.173	38.532946	-121.517293	.655	ML	4	25th Ave.				
314799	5	S	3	67	64000	19.88	515.173	38.533005	-121.517534	.657	ML	4	25th Ave.				
314803	5	S	3	67	64000	22.846	518.139	38.572114	-121.509059		FF	2	FF 5SB -> 50EB				
314808	5	N	3	67	64000	22.623	517.916	38.569015	-121.510075	.725	ML	3	JSO W St.				
314814	5	S	3	67	64000	22.642	517.935	38.569344	-121.510123	.673	ML	3	W St.				
314821	5	N	3	67	64000	24.278	519.571	38.591476	-121.504306	.341	ML	5	Jibboom St.				
314828	5	S	3	67	64000	24.278	519.571	38.591481	-121.50463	.525	ML	5	Jibboom St.				
314835	5	N	3	67	64000	21.8	517.093	38.558291	-121.513516	.662	ML	5	Vallejo Way				
314843	5	S	3	67	64000	21.8	517.093	38.558332	-121.513849	.671	ML	5	Vallejo Way				
314848	5	N	3	67	64000	21.3	516.593	38.551357	-121.510893	.56	ML	4	10th Ave.				
314853	5	S	3	67	64000	21.3	516.593	38.551388	-121.511207	.557	ML	4	10th Ave.				
314867	5	N	3	67	64000	16.081	511.374	38.480441	-121.509888		OR	2	EB Pocket Rd				
314868	5	N	3	67	64000	16.081	511.374	38.480441	-121.509888		FR	1	EB Pocket Rd				
314869	5	S	3	67	64000	16.025	511.318	38.479641	-121.509637		OR	1	EB Pocket Rd				
314876	5	N	3	67	64000	16.048	511.341	38.480033	-121.509587	.45	ML	3	EB Pocket Rd				
314877	5	S	3	67	64000	16.081	511.374	38.480346	-121.510151	.715	ML	3	EB Pocket Rd				
314885	5	N	3	67	64000	16.287	511.58	38.483188	-121.511297		OR	2	WB Pocket Rd				
314886	5	N	3	67	64000	16.25	511.543	38.482681	-121.511079	.366	ML	3	WB Pocket Rd				
314896	5	N	3	67	64000	17.121	512.414	38.494653	-121.516042		OR	1	EB Florin Rd				
314897	5	N	3	67	64000	16.967	512.26	38.492539	-121.515161		FR	1	EB Florin Rd				
314898	5	N	3	67	64000	16.973	512.266	38.492621	-121.515197		FR	1	WB Florin Rd				
314899	5	N	3	67	64000	17.142	512.435	38.494942	-121.516161	.34	ML	3	EB Florin Rd				
314909	5	N	3	67	64000	17.46	512.753	38.49944	-121.517291	.534	ML	3	WB Florin Rd				
314910	5	N	3	67	64000	17.467	512.76	38.499541	-121.517301		OR	1	WB Florin Rd				
314911	5	S	3	67	64000	17.239	512.532	38.496252	-121.516922		FR	1	WB Florin Rd				
314912	5	S	3	67	64000	17.461	512.754	38.499432	-121.517559		FR	1	EB Florin Rd				
314922	5	N	3	67	64000	18.875	514.168	38.519191	-121.521741		OR	2	43rd Ave.				
314923	5	N	3	67	64000	18.705	513.998	38.516737	-121.521874	.579	ML	4	43rd Ave.				
314934	5	N	3	67	64000	19.467	514.76	38.527444	-121.519848		OR	2	Seamas Ave.				
314935	5	S	3	67	64000	19.473	514.766	38.527573	-121.520012		FR	1	Seamas Ave.				
314936	5	N	3	67	64000	19.369	514.662	38.526236	-121.520796	.588	ML	4	Seamas Ave.				
314942	50	W	3	67	64000	L.582	3.738	38.56738	-121.506638		OR	1	5th St.				
314943	50	W	3	67	64000	L.566	3.722	38.567455	-121.50692		FF	2	FF 50WB -> 5NB				
314954	5	N	3	67	64000	23.302	518.595	38.578413	-121.506787		OR	2	P St.				
314955	5	N	3	67	64000	23.25	518.543	38.577728	-121.507177	.474	ML	4	P St.				
314956	5	S	3	67	64000	23.245	518.538	38.577717	-121.507475		FR	1	P St.				
314967	5	N	3	67	64000	20.686	515.979	38.542692	-121.509506		OR	2	Sutterville Rd				
314968	5	N	3	67	64000	20.68	515.973	38.54261	-121.509546	.71	ML	4	Sutterville Rd				
314969	5	S	3	67	64000	20.633	515.926	38.542066	-121.510166		FR	1	Sutterville Rd				
314981	5	N	3	67	64000	23.718	519.011	38.58355	-121.503005		OR	2	L St.				
314982	5	N	3	67	64000	23.571	518.864	38.581573	-121.503957	.325	ML	4	L St.				
314983	5	N	3	67	64000	23.512	518.805	38.580813	-121.50444		FR	2	J St.				
314993	5	S	3	67	64000	25.858	521.151	38.613222	-121.511684		OR	1	EB W. El Camino Ave				
314994	5	S	3	67	64000	25.9	521.193	38.613784	-121.511987	.318	ML	5	EB W. El Camino Ave				
315005	5	S	3	67	64000	26.007	521.3	38.61522	-121.512739		OR	2	WB W. El Camino Ave				
315006	5	S	3	67	64000	26.015	521.308	38.615328	-121.512794	.166	ML	5	WB W. El Camino Ave				
315016	5	N	3	67	64000	23.921	519.214	38.586445	-121.50306		OR	2	I St.				
315017	5	N	3	67	64000	23.9	519.193	38.586151	-121.502962	.353	ML	4	I St.				
315030	5	S	3	67	64000	24.581	519.874	38.595858	-121.50416	.55	ML	4	Richards Blvd.				
315031	5	S	3	67	64000	24.563	519.856	38.595598	-121.504187		OR	2	Richards Blvd.				
315032	5	N	3	67	64000	24.491	519.784	38.594559	-121.503986		FR	1	Richards Blvd.				
315042	5	S	3	67	64000	25.378	520.671	38.606772	-121.508307	.659	ML	4	WB Garden Highway				
315043	5	S	3	67	64000	25.273	520.566	38.605358	-121.507579		OR	1	WB Garden Highway				
315044	5	S	3	67	64000	25.594	520.887	38.609677	-121.509822		FR	1	WB Garden Highway				
315053	5	N	3	67	64000	25.508	520.801	38.608583	-121.508934		OR	1	WB Garden Highway				
315054	5	N	3	67	64000	25.451	520.744	38.607815	-121.508535	.826	ML	4	WB Garden Highway				
315055	5	N	3	67	64000	25.328	520.621	38.606167	-121.507665		FR	1	WB Garden Highway				
315060	5	S	3	67		12.152	507.445	38.42777	-121.487872	.394	ML	3	Laguna Blvd	TA-74			
315073	80	W	3	67	64000	M5	88.905	38.640853	-121.477486	.628	ML	3	NB Northgate Blvd.	TA-257			
315076	80	W	3	67	64000	M3.69	87.595	38.634292	-121.499778		FR	2	NB Truxel Rd.	TA-251			
315098	50	W	3	67		20.7	26.37	38.642734	-121.129536	.55	ML	2	West of Scott Rd				
315105	50	E	3	67		20.7	26.37	38.642474	-121.129528	.68	ML	2	West of Scott Rd				
315804	80	E	3	67		M.4	84.305	38.603275	-121.544294	.942	ML	3	Bryte Bend Bridge				
315822	99	N	3	67	64000	17.91	292.38	38.477202	-121.425725	.42	HV	1	WB Mack Rd	TA-6			
315823	99	N	3	67	22020	14	288.47	38.42605	-121.396344	.315	HV	1	WB Laguna Blvd	TA-220			
315824	99	S	3	67		20.86	295.305	38.510415	-121.460124	.645	HV	1	EB 47th Ave	TA-15			
315825	99	N	3	67	64000	23.185	297.655	38.542033	-121.4737	.409	HV	1	12th Ave	TA-23			
315826	99	N	3	67	22020	14.41	288.88	38.431651	-121.398881	.402	HV	1	Laguna Creek	TA-222			
315827	99	N	3	67	22020	13.78	288.25	38.423041	-121.394986	.427	HV	1	EB Laguna Blvd	TA-216			
315828	99	N	3	67	22020	12.76	287.23	38.409113	-121.388542	2.693	HV	1	Elk Grove Blvd	TA-210			
315830	99	S	3	67	22020	12.637	287.082	38.407455	-121.387786	2.75	HV	1	Elk Grove Blvd	TA-210			
315831	99	N	3	67	22020	13.145	287.615	38.414345	-121.391057	.51	HV	1	Red Fox				
315832	99	S	3	67	22020	13.138	287.583	38.414208	-121.391202	.511	HV	1	Red Fox				
315833	99	S	3	67	22020	13.66	288.105	38.421348	-121.394438	.636	HV	1	EB Laguna Blvd				
315834	99	N	3	67	22020	15.533	290.003	38.447002	-121.405731	.601	HV	1	Jacinto Rd.	TA-224			
315835	99	S	3	67	22020	16.321	290.766	38.457656	-121.411003	.415	HV	1	WB Consumnes River				
315836	99	N	3	67	64000	17.079	291.549	38.467834	-121.416092	.603	HV	1	Stockton Blvd	TA-120			
315837	99	S	3	67	64000	17.03	291.475	38.467194	-121.415788	.617	HV	1	Stockton Blvd				
315838	99	N	3	67	64000	17.46	291.93	38.472175	-121.420424	.415	HV	1	EB Mack Rd	TA-4			
315839	99	S	3	67	64000	17.674	292.119	38.47447	-121.423178	.372	HV	1	Mack Rd				
315841	99	N	3	67	22020	16.156	290.626	38.455455	-121.409719	.36	HV	1	EB Calvine Rd.	TA-002			
315842	99	N	3	67	22020	16.254	290.724	38.456782	-121.410355	.461	HV	1	WB Calvine Rd.	TA-003			
315843	99	N	3	67	64000	18.3	292.77	38.48154	-121.430356	.35	HV	1	Tangerine Ave.	TA-7			
315846	99	S	3	67	64000	18.61	293.055	38.484941	-121.434178	.322	HV	1	Pomegranate Ave	TA-8			
315847	99	N	3	67		18.95	293.42	38.488781	-121.438055	.453	HV	1	Orange Ave	TA-9			
315849	99	N	3	67		19.516	293.986	38.495093	-121.444747	.425	HV	1	EB Florin Rd	TA-10			
315850	99	N	3	67		19.8	294.27	38.498256	-121.448118	.365	HV	1	WB Florin Rd	TA-12			
315852	99	N	3	67		20.247	294.717	38.503254	-121.453395	.499	HV	1	Turnbridge Dr	TA-13			
315853	99	N	3	67		20.8	295.27	38.509693	-121.459386	.376	HV	1	EB 47th Ave	TA-14			
315854	99	N	3	67		21.537	296.007	38.519554	-121.46462	.432	HV	1	Martin L. King Jr	TA-17			
315855	99	N	3	67		21.865	296.335	38.52394	-121.466959	.267	HV	1	EB Fruitridge	TA-18			
315856	99	N	3	67		22.07	296.54	38.526685	-121.468411	.367	HV	1	WB Fruitridge	TA-19			
315857	99	S	3	67	64000	22.6	297.045	38.533712	-121.472405	.66	HV	1	21st Ave UC	TA-21			
315858	99	S	3	67		21.863	296.308	38.523847	-121.467175	.532	HV	1	Fruitridge Rd.	TA-20			
315860	51	S	3	67	64000	1.1	1.1	38.573939	-121.467061	2.998	HV	1	J St.	TA-29			
315861	51	S	3	67	64000	.104	.104	38.560257	-121.472941	.602	HV	1	T St.				
315862	80	E	3	67		R10.78	94.405	38.645368	-121.380551	.756	HV	1	Watt Ave				
315863	80	E	3	67		11.868	95.368	38.654183	-121.367265	.508	HV	1	Myrtle Ave.	R108			
315864	80	E	3	67		13	96.5	38.666687	-121.353756	.546	HV	1	E of Madison Ave	R110			
315865	80	E	3	67		13.7	97.2	38.674358	-121.345413	.705	HV	1	Foothill Farm POC	R112			
315866	80	E	3	67		14.41	97.91	38.682166	-121.336991	.45	HV	1	EB Greenback Lane				
315867	80	E	3	67		14.599	98.099	38.684216	-121.334706	.245	HV	1	WB Greenback Lane				
315868	80	E	3	67		14.9	98.4	38.687489	-121.331079	.4	HV	1	Springwood Dr.	R114			
315869	80	E	3	67		15.4	98.9	38.692953	-121.325094	.5	HV	1	Flaming Arrow Dr.	R116			
315870	80	E	3	67		15.9	99.4	38.698433	-121.319133	.55	HV	1	Weigh Station	R118			
315871	80	E	3	67		16.5	100	38.705005	-121.311973	.4	HV	1	Antelope Rd. Off	R120			
315872	99	S	3	67	22020	15.533	289.978	38.446976	-121.405903	.893	HV	1	Jacinto Rd.	TA-224			
315873	99	N	3	67		21	295.47	38.51236	-121.460827	.369	HV	1	EB 47th Ave	TA-16			
315874	99	S	3	67	64000	23.42	297.865	38.545438	-121.473985	.42	HV	1	8th Ave. POC	TA-24			
315875	99	S	3	67	64000	24.026	298.471	38.55419	-121.474301	2.803	HV	1	Broadway	TA-25			
315876	80	E	3	67		16.7	100.2	38.707199	-121.30959	.35	HV	1	Antelope Rd. EO O.C.	R122			
315877	80	E	3	67		17.2	100.7	38.712665	-121.303606	.5	HV	1	Westwood Park	R124			
315878	80	E	3	67		17.7	101.2	38.718133	-121.297626	.65	HV	1	Auburn Oaks Ct.	R126			
315879	51	N	3	67	64000	.104	.104	38.560187	-121.472685	2.604	HV	1	T St	TA-26			
315880	80	W	3	67	64000	M10.2	94.105	38.645232	-121.386216	1.132	HV	1	Rt. 244/NB Watt	RM214			
315881	80	W	3	67		11.868	95.368	38.654428	-121.367584	.872	HV	1	Myrtle Ave.	R107			
315882	80	W	3	67		12.35	95.85	38.659699	-121.361733	.316	HV	1	EB Madison to WB 80				
315883	80	W	3	67		12.5	96	38.661338	-121.359911	.325	HV	1	WB Madison				
315884	80	W	3	67		13	96.5	38.666974	-121.3541	.6	HV	1	E of Madison Ave	R109			
315885	80	W	3	67		13.7	97.2	38.674709	-121.345726	.654	HV	1	Foothill Farm POC	R111			
315886	80	W	3	67		14.307	97.807	38.681378	-121.338403	.4	HV	1	EB Elkhorn Blvd				
315887	80	W	3	67		14.501	98.001	38.68351	-121.336064	.297	HV	1	WB Elkhorn Blvd				
315888	80	W	3	67		14.9	98.4	38.687909	-121.331274	.449	HV	1	Springwood Dr.	R113			
315889	80	W	3	67		15.4	98.9	38.6934	-121.325241	.55	HV	1	Flaming Arrow Dr.	R115			
315890	80	W	3	67		16	99.5	38.699998	-121.318012	.55	HV	1	Weigh Station	R117			
315891	80	W	3	67		16.5	100	38.705474	-121.311953	.35	HV	1	EB Antelope Rd.	R119			
315892	80	W	3	67		16.7	100.2	38.707666	-121.309534	.35	HV	1	WB Antelope Rd.	R121			
315893	80	W	3	67		17.2	100.7	38.713156	-121.303518	.5	HV	1	Westwood Park	R123			
315894	50	E	3	67		12.4	18.07	38.60825	-121.271899	.424	HV	1	SB Sunrise Blvd.	TA-226			
315895	50	E	3	67		12.6	18.27	38.609583	-121.268647	.55	HV	1	NB Sunrise Blvd.	TA-225			
315896	50	E	3	67		R13.5	19.17	38.615211	-121.25363	.8	HV	1	Pyrites Way	R182			
315897	50	E	3	67		R14.2	19.87	38.619685	-121.242008	.76	HV	1	W. of Canal	R184			
315898	50	E	3	67		R15.021	20.691	38.624844	-121.228324	.8	HV	1	W. of Hazel	R186			
315899	50	E	3	67		R15.8	21.47	38.631141	-121.216351	.531	HV	1	NB Hazel Ave.	TA-150			
315900	50	E	3	67		19.3	24.97	38.641864	-121.155632	.6	HV	1	NB Prairie City Rd.	TA-154			
315901	50	E	3	67		19.5	25.17	38.641705	-121.151909	.45	HV	1	SB Prairie City Rd	TA-155			
315902	50	E	3	67		20.7	26.37	38.642474	-121.129528	.68	HV	1	West of Scott Rd				
315903	50	E	3	67		21.56	27.23	38.643203	-121.113614	.45	HV	1	SB Scott Rd				
315904	50	E	3	67		21.6	27.27	38.643231	-121.112934	.47	HV	1	NB Scott Rd.	R231			
315907	50	W	3	67		21.5	27.17	38.643424	-121.114684	.6	HV	1	NB East Bidwell	R233			
315908	50	W	3	67		21.3	26.97	38.643267	-121.11836	.4	HV	1	SB East Bidwell	R234			
315909	50	W	3	67		20.7	26.37	38.642734	-121.129536	.55	HV	1	West of Scott Rd				
315910	50	W	3	67		19.36	25.03	38.642067	-121.154513	.604	HV	1	NB Prairie City	TA-153			
315911	50	W	3	67		18.991	24.661	38.642373	-121.161237	.53	HV	1	SB Prairie City	TA-152			
315912	50	W	3	67		R18.3	23.97	38.642792	-121.173725	1.096	HV	1	Iron Point Rd.	R187			
315913	50	W	3	67		16.8	22.47	38.639347	-121.200654	1.108	HV	1	Folsom Blvd.	TA-151			
315914	50	W	3	67		15.8	21.47	38.631299	-121.216481	.192	HV	1	NB Hazel Ave.	TA-148			
315915	50	W	3	67		15.7	21.37	38.630481	-121.218031	.39	HV	1	SB Hazel Ave.	TA-147			
315927	5	N	3	67	64000	28.097	523.39	38.64357	-121.526264	.316	ML	4	WB Arena Blvd				
315928	5	N	3	67	64000	28.199	523.492	38.644928	-121.52701		OR	2	WB Arena Blvd				
315938	5	S	3	67	64000	27.99	523.283	38.642112	-121.525828	.412	ML	4	EB Arena Blvd				
315939	5	S	3	67	64000	27.956	523.249	38.641659	-121.525581		OR	2	EB Arena Blvd				
315955	5	S	3	67	64000	28.139	523.432	38.644101	-121.526913	.298	ML	3	WB Arena Blvd				
315956	5	S	3	67	64000	28.092	523.385	38.643474	-121.526571		OR	2	WB Arena Blvd				
315957	5	S	3	67	64000	28.317	523.61	38.646476	-121.52821		FR	2	WB Arena Blvd				
315969	5	N	3	67	64000	27.954	523.247	38.641662	-121.525228	.391	ML	4	EB Arena Blvd				
315970	5	N	3	67	64000	28.001	523.294	38.642289	-121.525569		OR	2	EB Arena Blvd				
315971	5	N	3	67	64000	27.739	523.032	38.638795	-121.523671		FR	2	EB Arena Blvd				
315982	80	W	3	67	64000	M7.622	91.527	38.642988	-121.429362	.323	ML	3	NB Marysville Blvd.				
315983	80	W	3	67	64000	M7.601	91.506	38.643068	-121.429738		OR	1	NB Marysville Blvd.				
315984	80	W	3	67	64000	M7.729	91.634	38.642527	-121.42747		FR	2	NB Marysville Blvd.				
315993	80	E	3	67	64000	M7.527	91.432	38.643032	-121.431114	.482	ML	3	SB Raley Blvd.				
315994	80	E	3	67	64000	M7.549	91.454	38.642976	-121.430714		OR	1	SB Raley Blvd.				
315995	80	E	3	67	64000	M7.361	91.266	38.64315	-121.43417		FR	2	SB Raley Blvd.				
316001	80	W	3	67	64000	M7.527	91.432	38.643242	-121.431092	.461	ML	3	SB Raley Blvd.				
316002	80	W	3	67	64000	M7.398	91.303	38.643393	-121.433476		OR	1	SB Raley Blvd.				
316009	80	E	3	67	64000	M7.666	91.571	38.642568	-121.42862	.324	ML	3	NB Marysville Blvd				
316010	80	E	3	67	64000	M7.699	91.604	38.642428	-121.428038		OR	1	NB Marysville Blvd.				
